"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/09/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/10/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/11/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/12/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/13/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/14/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/15/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/16/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/17/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/18/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/19/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/20/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/21/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/22/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/23/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/24/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/25/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/26/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/27/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/28/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/29/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/30/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/31/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"04/01/2025","AQS","040191036","1","0.1","ppm","1","Ted Walker Park","2","8.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
